Name of movie,YEAR,RATES,METASCORE,gross_collection,Votes,Watch Time,Genre,Certificate,Description,Director,Stars
Suna no onna,1964,8.5,NAN,21748,21748,147,"Drama, Thriller",N/A,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,"
Hiroshi Teshigahara","Eiji Okada, Kyôko Kishida, Kôji Mitsui, Hiroko Itô"
La meglio gioventù,2003,8.5,89,"274,024",22814,366,"Drama, Romance",R,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,"
Marco Tullio Giordana","Luigi Lo Cascio, Alessio Boni, Jasmine Trinca, Adriana Asti"
Le trou,1960,8.5,NAN,"33,187",19531,131,"Crime, Drama, Thriller",N/A,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,"
Jacques Becker","André Bervil, Jean Keraudy, Michel Constantin, Philippe Leroy"
Kumbalangi Nights,2019,8.5,NAN,16307,16307,135,"Comedy, Drama, Romance",U,"The film revolves around four brothers who share a love-hate relationship with each other. Their relationship progresses to another level when Saji, Boney, and Franky decide to help Bobby stand by his love.","
Madhu C. Narayanan","Shane Nigam, Soubin Shahir, Fahadh Faasil, Sreenath Bhasi"
Apur Sansar,1959,8.5,NAN,"16,000",15833,105,Drama,U,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.,"
Satyajit Ray","Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee"
Jersey,2019,8.5,NAN,20757,20757,157,"Drama, Sport",U,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,"
Gowtam Tinnanuri","Nani, Shraddha Srinath, Sathyaraj, Ronit Kamra"
Sarpatta Parambarai,2021,8.5,NAN,24455,24455,173,"Action, Drama, Sport",UA,"When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?","
Pa. Ranjith","Arya, Pasupathy, John Kokken, Shabeer Kallarakkal"
Selvi Boylum Al Yazmalim,1977,8.5,NAN,16614,16614,90,"Drama, Romance",N/A,"Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas who is a womanizer city man, and they quickly fall in love. They get over the ...                See full summary »","
Atif Yilmaz","Türkan Soray, Kadir Inanir, Ahmet Mekin, Hülya Tuglu"
Visaaranai,2015,8.5,NAN,11629,11629,117,"Crime, Drama, Thriller",UA,Four labourers are tortured by the police to confess to a theft they have not committed.,"
Vetrimaaran","Dinesh, Samuthirakani, Anandhi, Murugadass"
Thalapathi,1991,8.5,NAN,12965,12965,157,"Action, Crime, Drama",UA,An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.,"
Mani Ratnam","Rajinikanth, Mammootty, Shobana, Arvind Swami"
Çöpçüler Krali,1977,8.5,NAN,21020,21020,80,"Comedy, Romance",N/A,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.","
Zeki Ökten","Kemal Sunal, Sener Sen, Aysen Gruda, Ihsan Yüce"
Operatsiya 'Y' i drugie priklyucheniya Shurika,1965,8.5,NAN,14297,14297,95,"Comedy, Crime, Drama",N/A,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.","
Leonid Gaidai","Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov, Vladimir Basov"
Gol Maal,1979,8.5,NAN,19721,19721,144,"Comedy, Romance",U,A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.,"
Hrishikesh Mukherjee","Amol Palekar, Bindiya Goswami, Deven Verma, Shobha Khote"
Zübük,1980,8.5,NAN,10490,10490,88,"Comedy, Crime, Drama",N/A,"Zübük gets expelled from the political party that he is a member of, due to corruption. The journalist Yasar wants to make a news story about his case and investigates Zübük's doings. Yasar...                See full summary »","
Kartal Tibet","Kemal Sunal, Nevra Serezli, Metin Serezli, Kadir Savun"
The Shining,1980,8.4,66,"44,017,374",1073087,146,"Drama, Horror",A,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","
Stanley Kubrick","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers"
Joker,I) (2019,8.4,59,"335,451,311",1408177,122,"Crime, Drama, Thriller",A,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.","
Todd Phillips","Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy"
Inglourious Basterds,2009,8.4,69,"120,540,719",1529666,153,"Adventure, Drama, War",A,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","
Quentin Tarantino","Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent"
The Dark Knight Rises,2012,8.4,78,"448,139,099",1780473,164,"Action, Drama, Thriller",UA,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.","
Christopher Nolan","Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman"
Avengers: Endgame,2019,8.4,78,"858,373,000",1218433,181,"Action, Adventure, Drama",UA,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Directors:
Anthony Russo, 
Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth"
Idi i smotri,1985,8.4,NAN,90544,90544,142,"Drama, Thriller, War",A,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","
Elem Klimov","Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas"
Oldeuboi,2003,8.4,78,"707,481",612951,101,"Action, Drama, Mystery",A,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.","
Park Chan-wook","Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong, Kim Byeong-Ok"
Aliens,1986,8.4,84,"85,160,248",744781,137,"Action, Adventure, Sci-Fi",U,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","
James Cameron","Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser"
Memento,2000,8.4,83,"25,544,867",1290119,113,"Mystery, Thriller",UA,A man with short-term memory loss attempts to track down his wife's murderer.,"
Christopher Nolan","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior"
Spider-Man: Into the Spider-Verse,2018,8.4,87,"190,241,310",633133,117,"Animation, Action, Adventure",U,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,"Directors:
Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali"
Apocalypse Now,1979,8.4,94,"83,471,511",693429,147,"Drama, Mystery, War",R,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"
Francis Ford Coppola","Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest"
Raiders of the Lost Ark,1981,8.4,86,"248,159,971",1015112,115,"Action, Adventure",A,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","
Steven Spielberg","Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies"
Avengers: Infinity War,2018,8.4,68,"678,815,482",1159119,149,"Action, Adventure, Sci-Fi",UA,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Directors:
Anthony Russo, 
Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans"
Coco,I) (2017,8.4,81,"209,726,015",557596,105,"Animation, Adventure, Drama",U,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Directors:
Lee Unkrich, 
Adrian Molina","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach"
Amadeus,1984,8.4,87,"51,973,029",418031,160,"Biography, Drama, Music",R,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.","
Milos Forman","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice"
Kimi no na wa.,2016,8.4,81,"5,017,246",300606,106,"Animation, Drama, Fantasy",U,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.","
Makoto Shinkai","Ryunosuke Kamiki, Mone Kamishiraishi, Ryo Narita, Aoi Yûki"
3 Idiots,2009,8.4,67,"6,532,908",419436,170,"Comedy, Drama",UA,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","
Rajkumar Hirani","Aamir Khan, Madhavan, Mona Singh, Sharman Joshi"
WALL·E,2008,8.4,95,"223,808,164",1167000,98,"Animation, Adventure, Family",U,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","
Andrew Stanton","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,97,"275,902",507599,95,"Comedy, War",A,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","
Stanley Kubrick","Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn"
The Lives of Others,2006,8.4,89,"11,286,112",402109,137,"Drama, Mystery, Thriller",A,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","
Florian Henckel von Donnersmarck","Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur"
Capharnaüm,2018,8.4,75,"1,661,096",99631,126,Drama,A,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","
Nadine Labaki","Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad"
Das Boot,1981,8.4,86,"11,487,676",259292,149,"Drama, War",R,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,"
Wolfgang Petersen","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch"
Sunset Blvd.,1950,8.4,94,230925,230925,110,"Drama, Film-Noir",N/A,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,"
Billy Wilder","William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson"
Witness for the Prosecution,1957,8.4,76,"8,175,000",132897,116,"Crime, Drama, Mystery",U,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"
Billy Wilder","Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester"
Paths of Glory,1957,8.4,90,206701,206701,88,"Drama, War",A,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","
Stanley Kubrick","Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready"
Tengoku to jigoku,1963,8.4,90,50013,50013,143,"Crime, Drama, Mystery",N/A,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,"
Akira Kurosawa","Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai, Kyôko Kagawa"
The Great Dictator,1940,8.4,NAN,"288,475",232464,125,"Comedy, Drama, War",N/A,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"
Charles Chaplin","Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner"
Kaithi,2019,8.4,NAN,38049,38049,145,"Action, Adventure, Crime",UA,"Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.","
Lokesh Kanagaraj","Karthi, Narain, Arjun Das, George Maryan"
Sardar Udham,2021,8.4,NAN,45343,45343,164,"Biography, Crime, Drama",UA 13+,"A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.","
Shoojit Sircar","Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar"
Flåklypa Grand Prix,1975,8.4,NAN,14014,14014,88,"Animation, Comedy, Family",N/A,Reodor Felgen decides that he will enter a car race to defeat his former friend who has stolen his plans for a car.,"
Ivo Caprino","Wenche Foss, Per Theodor Haugen, Harald Heide-Steen Jr., Leif Juster"
Dil Bechara,2020,8.4,NAN,133675,133675,101,"Comedy, Drama, Romance",12+,"The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.","
Mukesh Chhabra","Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee"
Sanshô dayû,1954,8.4,96,17682,17682,124,Drama,N/A,"In medieval Japan, a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.","
Kenji Mizoguchi","Kinuyo Tanaka, Yoshiaki Hanayagi, Kyôko Kagawa, Eitarô Shindô"
Black Friday,2004,8.4,76,"34,000",21699,143,"Action, Crime, Drama",(Banned),"A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.","
Anurag Kashyap","Kay Kay Menon, Pawan Malhotra, Aditya Srivastav, Dibyendu Bhattacharya"
